age,race,gender,faminc_youth,pov_youth,wages,wages_sp,faminc,pov,edu,trt,incarc,id,hs,college,total_wages
17,4,2,3672,0,1800,22000,20230,0,2,0,0,"NLS97_5683",0,,23800
20,4,1,6447.6,0,,26000,49500,0,2,0,0,"NLS97_5721",0,,26000
16,4,1,56550,0,30000,,25500,0,2,0,0,"NLS97_578",0,,30000
16,1,1,38580,0,50000,20000,53130.75,0,2,0,0,"NLS97_5806",0,,70000
21,1,2,,0,,40000,30000,0,3,0,0,"NLS97_5810",0,,40000
18,1,2,4615.2,0,23000,,19550,0,3,0,0,"NLS97_5826",0,,23000
19,1,2,4950,0,2600,,2790,0,1,0,0,"NLS97_5845",0,,2600
17,1,2,4626,0,,,8500,0,2,0,0,"NLS97_5853",0,,
15,1,2,4626,0,,,,0,7,0,0,"NLS97_5854",0,,
16,1,2,4626,0,24000,,48000,0,4,0,0,"NLS97_5855",0,,24000
18,1,2,11832,0,,,12750,0,2,0,0,"NLS97_5864",0,,
19,4,2,15686.75,0,23000,35000,50331,0,0,0,0,"NLS97_5875",0,,58000
14,1,1,12750,0,30000,,25500,0,2,0,0,"NLS97_5931",0,,30000
17,4,2,33013.5,0,0,,,0,4,0,0,"NLS97_5973",0,,0
17,4,2,33013.5,0,35000,45000,60000,0,5,0,0,"NLS97_5974",0,,80000
20,4,1,46500,0,60000,,45000,0,3,0,0,"NLS97_6000",0,,60000
15,4,1,41161.5,0,12500,,65625,0,3,0,0,"NLS97_6002",0,,12500
13,2,1,41161.5,0,105000,,75600,0,4,0,0,"NLS97_6003",0,,105000
19,2,2,,0,,45000,33750,0,1,0,0,"NLS97_601",0,,45000
16,1,2,34500,0,,,37312.5,0,5,0,0,"NLS97_6014",0,,
18,2,2,,0,,,0,1,0,0,0,"NLS97_602",0,,
21,4,1,6199.2,0,,,9350,0,2,0,0,"NLS97_6025",0,,
16,4,2,9483.45,0,0,,,0,0,0,1,"NLS97_607",0,,0
20,1,1,5445,0,9000,,,0,2,0,1,"NLS97_6165",0,,9000
19,1,2,5445,0,,,14875,0,1,0,0,"NLS97_6166",0,,
19,4,2,5445,0,,,0,1,0,0,1,"NLS97_6167",0,,
17,4,2,41062.5,0,0,,,0,4,0,0,"NLS97_6249",0,,0
18,4,2,32812.5,0,18000,22000,30000,0,2,1,0,"NLS97_6281",0,,40000
17,4,1,59250,0,48000,,36000,0,2,0,0,"NLS97_6311",0,,48000
18,4,1,29342,0,,,,0,5,0,0,"NLS97_6438",0,,
15,4,1,29342,0,25000,,21262.75,0,4,0,0,"NLS97_6439",0,,25000
17,4,2,25160,0,26000,32000,43500,0,3,0,0,"NLS97_6467",0,,58000
21,4,2,6480,0,,,,0,2,0,0,"NLS97_6474",0,,
20,4,2,,0,56000,35000,65520,0,5,0,0,"NLS97_6490",0,,91000
17,4,1,30562.5,0,,,0,1,1,0,1,"NLS97_6531",0,,
21,4,2,31875,0,38000,55000,67140,0,2,0,0,"NLS97_6542",0,,93000
22,4,1,18371.05,0,180331,,88920,0,5,1,0,"NLS97_6565",0,,180331
17,1,2,1350,0,0,,,0,1,0,0,"NLS97_6574",0,,0
17,1,1,20104.2,0,7000,10000,19774.4,0,1,0,1,"NLS97_6576",0,,17000
17,2,1,,0,0,,,0,2,0,1,"NLS97_6602",0,,0
20,2,2,,0,0,,,0,0,0,0,"NLS97_6678",0,,0
17,2,2,,0,,,0,1,2,0,0,"NLS97_6776",0,,
15,2,2,,0,,,6326.1,0,0,0,0,"NLS97_6777",0,,
14,2,1,,0,0,,,0,2,0,0,"NLS97_6778",0,,0
20,1,1,17425,0,,,0,1,2,0,1,"NLS97_6872",0,,
17,1,2,14195,0,22000,,73440,0,4,0,0,"NLS97_6964",0,,22000
18,2,1,,0,0,,,0,1,0,0,"NLS97_6993",0,,0
17,2,1,17994.5,0,,25000,21250,0,2,0,0,"NLS97_7019",0,,25000
16,1,1,,0,,,,0,1,0,0,"NLS97_7047",0,,
19,2,2,28875,0,,76000,57000,0,3,0,0,"NLS97_7064",0,,76000
19,2,2,6141.6,0,20000,13000,28050,0,2,0,0,"NLS97_709",0,,33000
17,1,1,675,0,0,,,0,1,0,1,"NLS97_7119",0,,0
18,1,1,86760,0,44000,,33000,0,4,1,0,"NLS97_7186",0,,44000
19,1,1,8245,0,0,,,0,0,0,1,"NLS97_7231",0,,0
18,1,2,8245,0,,,0,1,1,0,0,"NLS97_7232",0,,
18,1,1,61875,0,30000,,45000,0,4,0,0,"NLS97_7292",0,,30000
22,1,1,,0,40000,20000,45900,0,2,0,0,"NLS97_7376",0,,60000
20,1,1,,0,5000,35000,30000,0,1,0,1,"NLS97_7377",0,,40000
17,1,2,,0,1000,,3150,0,2,0,0,"NLS97_7378",0,,1000
22,2,1,14620,0,23000,,19550,0,2,0,0,"NLS97_7461",0,,23000
19,2,1,14620,0,,,0,1,1,0,0,"NLS97_7462",0,,
17,2,1,15300,0,0,,,0,0,0,0,"NLS97_7542",0,,0
14,2,1,6300,0,20000,,52500,0,2,0,0,"NLS97_7544",0,,20000
16,2,1,,0,,25000,100800,0,2,0,0,"NLS97_7554",0,,25000
21,2,1,630.9,0,45000,35000,64310.4,0,0,0,0,"NLS97_7596",0,,80000
19,2,1,630.9,0,35000,40000,56250,0,2,0,0,"NLS97_7597",0,,75000
17,1,1,11857.5,0,0,,,0,2,0,0,"NLS97_7615",0,,0
22,1,2,,0,,,0,1,1,0,0,"NLS97_7618",0,,
15,1,2,,0,,,0,1,2,0,0,"NLS97_7619",0,,
22,1,2,,0,0,,,0,5,0,0,"NLS97_7626",0,,0
20,1,1,,0,0,,,0,1,0,1,"NLS97_7627",0,,0
18,1,2,,0,42000,,102240,0,4,0,0,"NLS97_7628",0,,42000
16,1,1,10200,0,5000,,4500,0,1,0,0,"NLS97_7629",0,,5000
16,1,1,10200,0,,,630,0,1,0,0,"NLS97_7630",0,,
21,2,2,30033.75,0,31000,,28275,0,3,0,0,"NLS97_7634",0,,31000
17,1,2,3042,0,,,10200,0,2,1,0,"NLS97_7668",0,,
20,2,2,,0,60000,32000,66240,0,3,0,0,"NLS97_7683",0,,92000
17,1,2,,0,,,14875,0,1,0,0,"NLS97_7698",0,,
17,2,1,,0,,,154100,0,4,0,0,"NLS97_7703",0,,
18,1,1,8142.15,0,25000,,56250,0,2,0,0,"NLS97_7721",0,,25000
15,1,2,9312.6,0,15000,,12750,0,3,0,0,"NLS97_7724",0,,15000
16,1,2,17348.5,0,12000,,29625,0,2,0,0,"NLS97_7740",0,,12000
18,1,1,,0,10000,15000,21250,0,1,0,0,"NLS97_7744",0,,25000
21,1,1,23800,0,62000,,53865,0,2,0,0,"NLS97_7849",0,,62000
17,1,2,20400,0,15000,,12750,0,2,0,0,"NLS97_7858",0,,15000
15,1,1,20400,0,,,17000,0,0,0,1,"NLS97_7859",0,,
21,1,1,19125,0,,,0,1,0,0,1,"NLS97_7881",0,,
16,1,2,6750,0,,16000,13600,0,0,0,0,"NLS97_7909",0,,16000
20,1,1,60750,0,25000,,72000,0,3,0,0,"NLS97_7943",0,,25000
18,1,1,60750,0,22000,,18700,0,2,0,0,"NLS97_7944",0,,22000
17,4,2,57075,0,45000,,50400,0,4,0,0,"NLS97_797",0,,45000
20,2,2,36750,0,15000,,,0,2,0,0,"NLS97_7977",0,,15000
21,1,2,2043,0,,,45000,0,2,0,0,"NLS97_7978",0,,
20,4,2,,0,0,,,0,5,0,0,"NLS97_8",0,,0
13,1,2,17884,0,,38000,28500,0,3,0,0,"NLS97_8006",0,,38000
20,1,2,12022.4,0,18000,,15980,0,2,0,0,"NLS97_8018",0,,18000
19,1,2,12022.4,0,,,6156,0,2,0,0,"NLS97_8019",0,,
16,1,1,30750,0,,,6300,0,2,0,0,"NLS97_8040",0,,
20,1,2,,0,19000,,16150,0,1,0,0,"NLS97_8064",0,,19000
20,2,2,7020,0,,,33750,0,3,0,0,"NLS97_8091",0,,
21,1,2,,0,,,0,1,2,0,1,"NLS97_8120",0,,
17,1,2,28716,0,,,,0,2,0,0,"NLS97_8123",0,,
19,1,1,,0,6000,,5400,0,1,0,1,"NLS97_8126",0,,6000
21,2,2,15323.8,0,53000,35000,,0,4,0,0,"NLS97_8131",0,,88000
19,2,1,3600,0,0,,,0,1,0,0,"NLS97_8174",0,,0
16,2,2,,0,0,,,0,0,0,0,"NLS97_8212",0,,0
13,1,2,,0,28000,,25287.5,0,2,1,0,"NLS97_8218",0,,28000
16,1,1,14875,0,0,,,0,2,0,0,"NLS97_8221",0,,0
20,1,2,17425,0,52000,,,0,4,0,0,"NLS97_8226",0,,52000
16,1,1,1724.4,0,,,,0,0,0,0,"NLS97_8291",0,,
20,1,1,32625,0,32000,37000,51750,0,2,0,0,"NLS97_8338",0,,69000
20,1,1,32625,0,45726,32500,58669.5,0,2,0,0,"NLS97_8339",0,,78226
17,2,2,5518.8,0,,,14875,0,0,0,0,"NLS97_8378",0,,
17,2,2,1276.2,0,32000,,27200,0,1,0,0,"NLS97_8382",0,,32000
18,1,2,7344,0,,,,0,4,0,0,"NLS97_8396",0,,
17,1,2,7344,0,,,2250,0,2,0,0,"NLS97_8397",0,,
16,1,1,7344,0,,,49152,0,2,1,0,"NLS97_8398",0,,
18,1,2,162,1,50,,45,1,2,1,1,"NLS97_8411",0,,50
17,1,1,,0,0,,,0,1,0,1,"NLS97_8436",0,,0
16,1,1,17174.25,0,,,,0,2,0,0,"NLS97_8462",0,,
16,1,1,229.5,0,0,,,0,2,0,0,"NLS97_8504",0,,0
20,1,1,55312.5,0,0,,,0,2,0,0,"NLS97_8519",0,,0
15,2,2,7802.15,0,35000,35000,52500,0,4,0,0,"NLS97_8549",0,,70000
18,2,2,,0,13000,,15775.15,0,2,0,0,"NLS97_8582",0,,13000
17,2,2,,0,2000,10000,10200,0,2,0,0,"NLS97_8583",0,,12000
15,2,2,,0,20000,12000,32427.75,0,2,0,0,"NLS97_8584",0,,32000
21,2,1,8075,0,25000,27000,39000,0,2,0,0,"NLS97_8623",0,,52000
14,1,2,10370,0,,,0,1,2,0,0,"NLS97_8775",0,,
17,2,1,7905,0,0,,,0,2,0,0,"NLS97_8807",0,,0
20,1,1,8695.5,0,45000,35000,60000,0,2,0,1,"NLS97_8839",0,,80000
18,4,1,,0,50000,30000,60000,0,1,0,1,"NLS97_8854",0,,80000
14,4,1,28050,0,13000,,13435.95,0,4,0,0,"NLS97_8893",0,,13000
20,1,1,33525,0,,8000,7200,0,2,0,0,"NLS97_8895",0,,8000
20,4,2,16575,0,,,6750,0,0,0,0,"NLS97_8927",0,,
16,1,2,28950,0,5000,,4500,0,2,0,0,"NLS97_8929",0,,5000
21,2,2,16235,0,,,,0,0,0,0,"NLS97_8969",0,,
18,1,2,13260,0,,,9350,0,1,0,1,"NLS97_8988",0,,
17,1,2,13260,0,10000,,8500,0,0,0,1,"NLS97_8989",0,,10000
19,4,1,,0,54000,95000,125280,0,5,0,0,"NLS97_9",0,,149000
19,4,1,30300,0,105,70000,70275.6,0,5,0,0,"NLS97_9009",0,,70105
18,4,2,1845,0,,,8500,0,2,0,0,"NLS97_908",0,,
21,4,2,92880,0,48000,,,0,4,0,0,"NLS97_949",0,,48000
17,4,2,92880,0,0,,,0,4,0,0,"NLS97_950",0,,0
14,4,1,33763.5,0,45000,,34575,0,4,0,0,"NLS97_956",0,,45000
16,4,1,117324,0,45000,,33750,0,2,0,0,"NLS97_957",0,,45000
